uid,restaurant name,rating,content,Label #1,Label #2,Label #3,Label Eval
ChZDSUhNMG9nS0VJQ0FnSUNDeUxfNkdBEAE,Hong Kong Street Chun Tat Kee 881 (XO) Fish Head Beehoon,4,"One of the better ""Hong Kong Street"" food in Singapore. Most of the dishes are pretty good, except the Assam Fish head. It is really bad.",,,,
ChZDSUhNMG9nS0VJQ0FnSURXMGJ2QlBREAE,Ming Garden Delicacies,5,"Booked 6 table on Saturday, the service was good and fast. Food was also very nice and tasty with reasonable price.",,,,
ChZDSUhNMG9nS0VJQ0FnSURhb3ZuclJnEAE,Long John Silver's,2,"1. Very slow service
2. Sometimes closes before the stated time
3. If ordering during non-peak hours, the food can be soggy and not fresh

Highly recommend to wait if you see not more than one person in the queue.",,,,
ChZDSUhNMG9nS0VJQ0FnSURZdnNXU1dREAE,Muslim Delights Malay Food and Noodles,4,"Nice place for a very early hearty breakfast. Surprised to see they open really early and almost all  dishes are ready. Got there at around 640am and its already abuzz, satisfied with the food quality.",,,,
ChdDSUhNMG9nS0VJQ0FnSURPbFpHUnpnRRAB,Anjana Kitchen - Best Indian Restaurant Singapore,5,"The food was really good I ordered Tandoori chicken Naan set, It was very descent  It came witha delious gravy",,,,
ChdDSUhNMG9nS0VJQ0FnSURBbDVxcy13RRAB,Nasi Lemak Ayam Taliwang - Yishun Park Hawker Centre,5,A couple that certainly takes pride in what they serve. Not just the food but respect for the customers. Greeting seniors respectfully ... keep it up.,,,,
ChdDSUhNMG9nS0VJQ0FnSURTbFlybTZBRRAB,D'Rubinah Eating Place Pte Ltd,5,"Very good briyani if you are there during lunchtime.  Freshly made soft, moist basmati rice, chkn/mutton coated w thick tasty masala dry curry.  Served w pappadum  cucumber salad n dalcha curry.👍.  Must share w another if not ask for less rice.  Dun like carbo coma.",,,,
ChZDSUhNMG9nS0VJQ0FnSURjam9LNk5REAE,Toa Payoh West Market & Food Centre (Lorong 1),5,Today I was at this place Q 1 hour just for this yummy UGGLI muffins. I started to Q @ 11.50am and finally my turn ut was 12.52pm. Now 1 person is allowed to buy 1 box of 12 muffins👍👍. Do drop by to buy these tummy muffins but do remember u must have the patient to wait. Yummy 😋😋🧁,,,,
ChdDSUhNMG9nS0VJQ0FnSURtNy1hZjZ3RRAB,Sai Kitchen,1,Not So good food .. chicken and curry was  smelly.,,,,
ChZDSUhNMG9nS0VJQ0FnSURXZzRIdktBEAE,Gu Ma Jia Private Kitchen,5,"first time visit. ordered crabs, pork ribs, hotplate tofu and sweet potato veg. overall food is very good. will come again to try their signature assam fish head. Gu Ma is very friendly and recommended other dishes for us to order in the next visit",,,,
ChZDSUhNMG9nS0VJQ0FnSURPNV9lRlBBEAE,Takagi Ramen - Ang Mo Kio,5,"Despite the 10 min wait to eat during lunch hour, we were well attended to by Peggy. She offered to have my son stand in the restaurant area as it was really hot outside and gave him tissue to wipe his sweat. It might look like a 2 star eatery with 5 star level of warmth and hospitality.",,,,
ChdDSUhNMG9nS0VJQ0FnSUMyejV6Wm9nRRAB,The Famous Kitchen,4,The duck is not bad... The pork chops here with the green chilli sauce are really delicious! 👍,,,,
ChZDSUhNMG9nS0VJQ0FnSURPdk9XdmRREAE,Signature Restaurant & Bar - Best Briyani and Grill chicken,5,Ordered first time to try this new restaurant suggested by my friend. Good and tasty food at affordable price. Highly recommend 👍,,,,
ChZDSUhNMG9nS0VJQ0FnSUN5dWJXakhnEAE,Tasty Loong at Orto Park 龍鲜閣,3,"Were here for reunion dinner. Environment is good. Pricy, but the food taste is average， Sea cucumber is very hard…  yee mian is salty…",,,,
ChZDSUhNMG9nS0VJQ0FnSURPamQ3RUVBEAE,Super Thai by Soi Aroy,5,Yummy Thai food. Added extra dishes on top of the premium value set. Total bill about 130 for 5 pax.,,,,
ChdDSUhNMG9nS0VJQ0FnSUNpdjlHNGdRRRAB,Heng Hua Restaurant,4,Authentic food at economical price. Quite crowded at meals time.. better call to reserve in advance.,,,,
ChZDSUhNMG9nS0VJQ0FnSURPeU5xYllnEAE,Hong Kong Street Family Restaurant,5,"San lou hor fun was really good, but the slice fish bee hoon only had a lot of fish slices going for it.",,,,
ChZDSUhNMG9nS0VJQ0FnSUNlLXBxaFpREAE,Prata Wala Jurong Point,1,"Worst food ,I order nasi goreng  it's taste like spice rice no even necessary Vegas in the rice,  only  got lot of spices ,no tasty, cold food they charge 5.90$ never give cucumber also.Normal kopitiam  is more  better to eat nasi goreng  instead of this Prata Wala shop.",,,,
ChdDSUhNMG9nS0VJQ0FnSURtX3AyX2dBRRAB,Springleaf Prata Place - SAFRA Jurong,1,"Ordered murtaburger via grabfood. What i receieve was what i assume is nasi brani, come on how do you screw up something like this.",,,,
ChZDSUhNMG9nS0VJQ0FnSUNBanBPVUd3EAE,Xin Peng Chinese Restaurant,5,Yummy and cheap china food. Highly recommended,,,,
ChdDSUhNMG9nS0VJQ0FnSUNLbElXUHJBRRAB,PUTIEN,5,"This outlet has the best service so far. Putien’s staffs are generally very service oriented, you get good service at any outlet you visit. Am here for my favourite white cabbage soup tonight besides the usual good stuffs.",,,,
ChdDSUhNMG9nS0VJQ0FnSUNlMy11RDNRRRAB,TungLok Peking Duck Novena,5,Good services and good food. Really friendly staffs,,,,
ChZDSUhNMG9nS0VJQ0FnSUNlem9MSUJREAE,Xing Hua 兴化,4,Taste and prices are good. Promo crab and sea bass are really good value.,,,,
ChdDSUhNMG9nS0VJQ0FnSUQyc3Z1cWxRRRAB,Gim Tim Restaurant,5,We celebrated Mother's Day at Gim Tim and my parents enjoyed the meal! Food is good and the charges are reasonable.,,,,
ChZDSUhNMG9nS0VJQ0FnSUNtOFp2OGJ3EAE,Swee Choon Express AMK Hub,3,Dim sum is ok. Only can takeaway. Ordering and pickup system is similar to fast food outlets.,,,,
ChdDSUhNMG9nS0VJQ0FnSURLcW9ER2p3RRAB,Kia Hiang,5,Food is served hot and fast! Excellent service! Great place to celebrate occasions. Friendly staff and bosses,,,,
ChdDSUhNMG9nS0VJQ0FnSURHMzZLenJBRRAB,First Culinary Restaurant,3,"Another ordinary Chinese restaurant but with commendable customer service. Perfect Peking duck should be sliced thinly with nearly no meat sticking on the skin. Whereas, what they serve is just the opposite☹️. The rest of the food is just fine.. 🙂 #msgreedysis #greedybuddiez",,,,
ChdDSUhNMG9nS0VJQ0FnSUNPbDZIWjVnRRAB,A Hot Hideout,5,"(15th June '22, ~5.45pm)
It's the best dried mala hotpot I've ever tasted in SG!! The spice is out of this world I'd say! For this 2nd visit, we increased our portion up to Abt $65 for the 2 of us, with the usual stuff we love. Spiciness still remain at small which is just the right amount for us to enjoy.

They offer to separate the fried stuff such as luncheon meat, fish and potato (sliced and fried into chips). You won't regret just DO IT. Add a buncha eggs to get them scrambled and watery down onto your bowl. Also preferred the smaller noodles while the sauce dances intensely ard them. Slurp carefully! The Thai milk tea is a must-have. THICK is the word. Add a little bit of water as it's Abit too sweet for me.

Pretty nice of u guys to include extra ingredients such as fried fish in our pot during our 1st visit. Will be back for more cravings!",,,,
ChZDSUhNMG9nS0VJQ0FnSUN1bDZpVktnEAE,The Malayan Council,1,"Worst service ever experienced. Waiter served dessert right after our starter. We declined having it and he rolled his eyes. It wasn’t a busy night but didn’t refill our cup of water. Requested to make order for takeaway but didn’t come back. Returned the same plate of dessert with melted ice cream at the end of our meal. Requested to change the ice cream. Came back with messy plates smeared with the melted ice cream around the plate, and added new ice cream on top of it. Served without spoons. Had to wait for spoons. Embarrassing cause I brought my bosses to this restaurant. Never coming back.",,,,
ChZDSUhNMG9nS0VJQ0FnSUNPLTh6a0hREAE,Wee Nam Kee Hainanese Chicken Rice Restaurant,5,"We found this place was fairly well rated and their pics looked pretty good too, soo we ventured out to give it a go - boy, we were so happy we did!!
.
The decor isn’t like super insta-flashy or anything but that made it appeal even more to us as a place that just did good food well 👍🏻
.
We were surprised they did crabs 🦀 as well so definitely had to give them a go too. We ordered:
~ 2x Singapore Chilli Crabs
~ Whole Hainan Chicken
~ BBQ pork
~ Belachan Kang Kong
.
Let’s start with the crab. It was amazing! Loads of roe, meaty and the sauce was epic. It was perfect to soak up with the fried mantou (buns). Luckily we got 2 cos we completely demolished them (probably could have done another 2 lolol 😏🤭)
.
The chicken was good too, most of it was super tender, just a few breast pieces that were a touch on the “well cooked” side but overall tasted great 👍🏻
.
The kang kong veggies were super yummy too. Love eating these kinds of veggie dishes in Asian countries cos it’s super inexpensive but very very yummy and full of wokchi 🔥🔥
.
A lovely place that we’re glad we tried out and to our surprise had amazing crabs 🦀 as well as the chicken 🐓",,,,
ChZDSUhNMG9nS0VJQ0FnSURTaHJ1R053EAE,Papa Jones BBQ and Grill,5,"NOT YOUR USUAL WESTERN HAWKER FOOD.
Their medium rare steak is perfect!
so tender and delicious.
Sauces are very generous and goes well with the meat.
Curly fries are golden crispy perfection.
You can really tell that the food is prepared like restaurant-level style.
And the best of all, price is very reasonable! 👌🏻👍🏻👏🏻",,,,
ChdDSUhNMG9nS0VJQ0FnSUNJOHRpYXFBRRAB,Jing Hua Xiao Chi Singapore,3,"Nothing to shout about. Was a little overwhelming after a few bites. We also requested for the crispy red bean pan cake to be serve after our other food, but everything came one shot. The crispy red bean pan cake isn't crispy and it tasted …",,,,
ChdDSUhNMG9nS0VJQ0FnSURLeXYtbXJ3RRAB,Kia Hiang,5,Awesome services with very delicious food ! Recommend to bring your family to have your meals here !! Will definitely come back again 👍🏻,,,,
ChdDSUhNMG9nS0VJQ0FnSUNPeTR2NHZBRRAB,Siam Kitchen SAFRA Toa Payoh,1,"Food is expensive and tables are super dirty - they are so sticky that the paper napkins are ripped apart when u try to use them after dinning. Also, plse note you cannot use both SAFRA card and SAFRA vouchers together - which the other F&B outlets in SAFRA allow.",,,,
ChZDSUhNMG9nS0VJQ0FnSURXNHBHZlp3EAE,Hong Kong Street Chun Tat Kee 881 (XO) Fish Head Beehoon,1,"Horrible service! The rude waitress made us wait on a dirty table for 15 mins. When we walked to the counter to ask politely if we could order, they told us to go back to our seats and wait. Very poor service! This is despite the fact that there were not many diners.
Will never return again",,,,
ChdDSUhNMG9nS0VJQ0FnSUMyaHFUX3pRRRAB,"Asam Tree Cafe, Bakery & Restaurant",1,Had the worst experience here. The Milo tasted so watery.. overcharged me with a fish and chicken for $8 when we asked why she reduce the price to $7.80. the tehc was watery too.. won't come back again,,,,
ChdDSUhNMG9nS0VJQ0FnSUQ2akppdHhRRRAB,Aburi-EN (Jem),3,"Tried unagi and pork jowl combo don, unagi was a tad fishy, while pork jowl was great with good combination of fats n meat. Overall pretty tasty but the sauce can be overpowering towards the end.",,,,
ChZDSUhNMG9nS0VJQ0FnSURpX3ZxbFlREAE,Shinjitsu Ramen,5,"Reman located in the hawker.
Their Chashu very nice! Big portion.
Also highly recommend for their Gyoza!",,,,
ChZDSUhNMG9nS0VJQ0FnSUQ2M05tNVl3EAE,Semma Singapore,4,"We were invited by a friend to have dinner at her neighborhood's Indian restaurant, Tasha's. The restaurant itself is bright and clean, simple layout. Ordered to share. Their claypot fish head curry was fresh, though we wished the gravy was less diluted. Masala squid was a yummy rice-topper. Prices are easy-on-the-wallet too.",,,,
ChZDSUhNMG9nS0VJQ0FnSUNZc3A2cllBEAE,Tims Restaurant & Cafe,4,"Elaborate Menu , good service. Food tastes good. Pocket friendly restaurant, No GST, No Service Tax. For sure, will go again. Will recommend everyone to try at least once 🙂🙂🙂",,,,
ChZDSUhNMG9nS0VJQ0FnSUN1cjhPZ0d3EAE,Shanghai Renjia,1,"This is my first time commenting. Please don't visit this restaurant.

They don't serve rice, no ginger for 小笼包, vinegar is diluted. The 罗汉寨 which costs $10 is canned button mushrooms in a watery gravy. 茭白炒肉丝 has no 肉丝. 1 dish didn't arrive. All the meat is canned. 小笼包 and 生煎包 tasted frozen. And I haven't even mentioned the lacking service.

The waitresses were also quarreling in the background when we were paying (only cash is allowed). Everything is bad, from the service to the food to the portion to the price. Will never come back ever again.",,,,
ChdDSUhNMG9nS0VJQ0FnSUNtN3NQbS1RRRAB,Penang Delights,4,"I just try the Penang lor mee (Malaysia) , the taste and quality I can give 70% like Penang .....",,,,
ChdDSUhNMG9nS0VJQ0FnSUM2OUtYeXBBRRAB,The Xiang Pavilion 国色天湘 （ Guo Se Tian Xiang ）,5,Lovely experience here! Food is good and not too oily,,,,
ChdDSUhNMG9nS0VJQ0FnSURJcHBXMThnRRAB,Long Jiang Chinos,1,Food are way to ex. It's normal as zi cha,,,,
ChdDSUhNMG9nS0VJQ0FnSURDX2RMSmhBRRAB,Kia Hiang,5,Gotta try their dimsum!!,,,,
ChdDSUhNMG9nS0VJQ0FnSUR1cjdiWW9nRRAB,Siam Kitchen SAFRA Toa Payoh,5,Superb,,,,
ChZDSUhNMG9nS0VJQ0FnSURxNGNuWU5BEAE,Lotus Vegetarian Restaurant,4,"Interesting place for plant based and vegetarian dishes. Very good range of rice, noodles, dishes and dim sum. Food is pretty decent - like the Hong Kong Ee Fu noodles and the rojak. Good range of soups as well. The set meal for 2 pax is also a good option that includes dim sum and a combination of other dishes and soup.",,,,
ChdDSUhNMG9nS0VJQ0FnSUNtbmM2WndnRRAB,Yuba Hut,1,Never seen a udon like this. Very different from the menu. The soup was cloudy because of the beef. Beef was not fresh at all.,,,,
ChdDSUhNMG9nS0VJQ0FnSURvdU03aC13RRAB,Wang's Western,5,Old.school western food. Love the pork chop especially,,,,
ChZDSUhNMG9nS0VJQ0FnSUNDcFlDclZnEAE,Uno Beef House,5,You can’t really complain for the price and quality you get. Tenderloin on a hot plate for $18 is a steal. Meat was tender and substantial. Not like those thin slices you often get from hawker centres they charge you $10 for. Probably one of the best old school steak places you can find anywhere.,,,,
ChZDSUhNMG9nS0VJQ0FnSUM4eWVTRkxnEAE,5G Restaurant,1,Slow service,,,,
ChdDSUhNMG9nS0VJQ0FnSUNBMXF6X3NnRRAB,Long Jiang Chinos,3,"Came here as a family group for birthday celebration. Food quality is expected given the price. Place is not crowded even though it is Sunday weekend lunch time. The server will share his opinions and to me may seem a bit too talkative. Otherwise I'll score it a bit more for service. There is no option for air conditioned seats so come prepared. BTW, it's now named tasty loong. Had problem finding the place until we noticed the new name plastered over the poster. It may be under new management.

There are other options available around the vicinity if you are looking for family friendly seafood restaurants so it's going to be tough for the rebranded restaurant.",,,,
ChZDSUhNMG9nS0VJQ0FnSURXM2ZUekl3EAE,Chui Huay Lim Teochew Cuisine 醉花林品潮轩,5,"I went on a Sat and got seated at 1730hrs as it was fully book for the later seating. As we ordered quite a lot for 4 pax, we left at around 2045hrs. In between we still add dishes and that's why it took longer for us to finish it. There were very professional and only tell us that they needed the table back during dessert time.

Their food still taste the same as olden times so there is nothing to rave about. It's still as good as ever. If you have foreign guests can bring them there as it's quite traditional but yet classy due to the decorations. Its one of the more expensive place in town.

Ordered: ($370)
- mixed platter
- pomfret (700g)
- drunken chicken
- pork ribs (4 pieces, must order individually)
- fried kway teow
- french bean
- 4 individual desserts
- pot of tea",,,,
ChZDSUhNMG9nS0VJQ0FnSUM2dThyMWFBEAE,Soi 47 Thai Food,5,"Found this on google map and decided to give it a go! We ordered Thai Basil Rice, Olive Fried Rice, Kailan with Mushroom, Tomyam Seafood Soup (Creamy) & Red Ruby as dessert. Everything was good especially the Tomyam! Total damage - $26.80, very affordable! We will be back to try the Steam Seabass with Thai Lime Sauce 🤤",,,,
ChdDSUhNMG9nS0VJQ0FnSUQyNGZid2xnRRAB,Yellow Pot Tanjong Pagar,5,"Chinese fusion food. Servings are good for 4 pax. Enjoyed prawn bonito aioli, wuxi pork ribs, lamb tenderloin and roast duck. Quiet ambience and private seating. Highly recommended and wiuld definitely return",,,,
ChdDSUhNMG9nS0VJQ0FnSUN1NnA2bmlRRRAB,Che' Rose Nasi Padang,5,"I have been to this place since as long as I can remember. A native to Toa Payoh, this stall was formerly at the corner of  Block 125 coffeeshop, back in the 80s. Yes I do agree sometime the price can be slightly pricey as to compare to some other stalls calling themselves Nasi Padang when it just a mixed rice stall. Well if you want to eat something good, authentic it's a good price to pay as Che Rose Nasi Padang serves authentic Nasi Padang that is on the same par as those you can find in Padang, Sumatra. Don't just take my words, you have to try it yourself. My personal favorite would be the Squid, Rendang (beef & chicken) also their Gulai Ayam.",,,,
ChdDSUhNMG9nS0VJQ0FnSURHOEtDbTRnRRAB,Douraku Sushi,4,"Small place within Tunglok Seafood restaurant. Best to do booking.
Yummy food.

Douraku Kaiseidon Set($38++)
Uni, Hokkaido Scallop, Botan Ebi, Maguro, Salmon and Ikura over a bed of sushi rice on that day. Sashimi were fresh and thick cut.
Served with chawanmushi, miso soup, refreshing salad of the day & dessert of the day.

Legendary Wagyu Don Set($36++)
Not legendary at all. The aburi wagyu tataki beef taste was great with chef's special teriyaki sauce but texture was well-done. What an instant disappointment. Foie Gras was sinful and fatty. Served with koshihikari rice, deep-fried garlic chips, sous vide egg, nori, pickles and radish.
Set comes with salmon sashimi, miso soup, salad of the day & dessert of the day.

Eihire($15)
Dried stingray. Texture was chewy with a taste of savoury and oceanic sweet note.",,,,
ChZDSUhNMG9nS0VJQ0FnSURpN1AzSUVnEAE,Oiishii Corner - Halal Japanese Corner,5,Cheap and good halal Japanese food,,,,
ChZDSUhNMG9nS0VJQ0FnSUR1bjlfM0hBEAE,Ichiban Boshi (Jurong Point),1,"Exceptional customer service from the elderly uncle here. However everyone else when he is not around is absolutely horrible. Manager walks passes avoiding eye contact so she doesn’t have to attend to customers wanting to make orders. Other staff looks like they are overworked or just woken up, it’s a pain to get any of their attention, even when the store is less than 20 percent filled. Hit or miss experience here",,,,
ChZDSUhNMG9nS0VJQ0FnSUNneTY2WlNBEAE,WANG THAI KITCHEN 泰国美食,4,The basil chicken with egg rice is nice and generous in portion. My friends love the crab omelette very much. I personally feel that it’s tasted better hot. So do eat it hot if you order it.,,,,
ChZDSUhNMG9nS0VJQ0FnSURpeFBXQmFREAE,Long John Silver's,1,The staff at the counter is very rude and poor service.,,,,
ChZDSUhNMG9nS0VJQ0FnSUR1MzY2OGZ3EAE,Shanghai Tan Pan Fried Bun,3,"I am from Shanghai family and I feel I'm qualified to comment.
First, I was attracted by the menu as I can tell immediately many are Shanghai home kitchen type dishes that only serve in Shanghai street style small restaurants, like curry beef, sticky rice stick.
Here are the comments:
Service - robotic but no real customer attention.
Xiao long bao and Sheng jian bao - not good the meat is too hard, like a meat ball, and not juicy enough.  I don't agree with one review that it is too oily.  First the ""juice"" is not oil, it is pig skin boil long enough to become collagen so if anyone has tiny little common sense will know these bao is good for skin and beauty.  If you think it is oily then you better go eat burger.  Here the XLB skin is so thick and dry.  The SJB is not hot and bottom not crispy, just like toast.  The pork not only hard but with no pork taste.  Very disappointed, and if a restaurant will have signature dish disappointed, I can write off this restaurant.
Curry beef rice vermicelli - surprisingly good and authentic and it gives one star in my overall three stars ranking.
Last, as from photo, I am also very disappointed they put the vinegar on the Xiao long bao, do they respect the food or have any sense of hygiene?
Definitely no need to come again.",,,,
ChZDSUhNMG9nS0VJQ0FnSURtOE03X1NnEAE,"PEN & INC, NTU",2,"OK. So the redeux is nice.  It looks nice and the menu is better.
Margarita tasted like pure juice and sour which was a bummer.

As for the food, I think they are missing the best point of having a SW US or Mexican menu:  You only have to stock 10-15 ingredients to make DOZENS of
different southern dishes!!!

My suggestion, and I mean this with best intentions.
Offer plain everything in the menu, then make proteins add-ons.  You are punishing vegetarians by charging full price to remove the meat.  Or even punishing anyone that isn't in the mood for a particular protein.
Adding a surcharge to change proteins is not cool.  2 bucks extra to sub prawn for chicken is kinda crazy.
Go basic + add-ons is my best suggestion.

Best of luck to you!",,,,
ChZDSUhNMG9nS0VJQ0FnSUR5Njk3LWF3EAE,Grace's Pot Indian Restaurant,5,Friendly and excellent Food wàs delicious and reasonably priced Second visit was better with more dishes all of which tasted good especially bitter gourd 65 and reasonably priced,,,,
ChZDSUhNMG9nS0VJQ0FnSURteDl6UGRREAE,The Famous Kitchen,5,Nice foods and the laopan niang very friendly.,,,,
ChZDSUhNMG9nS0VJQ0FnSURPaWVHMlV3EAE,Dian Xiao Er,5,Love the duck here. Food is good. The service is very good!! The staff is attentive and polite. They checked to see if we have food allergies & explained some of the dishes to us. I dropped a pair of chopsticks and they replaced it before I could even call for help.,,,,
ChZDSUhNMG9nS0VJQ0FnSURVbTlUbGJnEAE,Hiang Ji Cantonese Roasts,5,"Ordered the roast pork, char siew and roast duck. The roasted meats were very good.",,,,
ChZDSUhNMG9nS0VJQ0FnSURPdXFQWUl3EAE,First Culinary Restaurant,5,Excellent restaurant situated in ITE Ang Mo Kio. Dishes are exquisitely prepared. Must go and try. Their pu er tea is super special mixed with glutinous rice. Lobsters are really something!,,,,
ChdDSUhNMG9nS0VJQ0FnSUQ2a3QzendBRRAB,Al Kautsar,5,"(Translated by Google) Hidden gem for malaysian food. Delicious dough!

(Original)
Hidden gem for malaysian food. Sedap doh!",,,,
ChZDSUhNMG9nS0VJQ0FnSUNRX1lPakZnEAE,JJAK & CO. Tai Seng Centre,5,A underrated place located on Level 2. We went to this place purely from word of mouth. It’s a Japanese place operated by Thais and they also serve Pokè bowls which are affordable and delicious. Definitely recommend heading to this shop for lunch!,,,,
ChZDSUhNMG9nS0VJQ0FnSUMyejZIaExnEAE,ToriYard,5,"Came at 8.30pm with seats available. Good ambience, great staff and super good food. Sushi was one of the best I've had in Singapore, expensive but very worth it. Black pork is super flavourful as well. Will definitely come again, highly recommended! Opens till late (around midnight) so great for drinks and hanging out with friends.",,,,
ChZDSUhNMG9nS0VJQ0FnSUNXN2FPRVdBEAE,Lark Lark Mookata - GARDEN by the BEER,5,"Though a little out of the way, am so glad we gave this place a try! For the very reasonable price, the mookata was great (particularly enjoyed the garlic chicken n beef)! The place was bright n airy, with more than adequate safe distancing between tables. The extremely high level of hygiene was also a huge plus for me - hot plate looked pristine, table was wrapped with a sheet before food was served, kitchen looked spick n span. Service was warm n friendly too. 10/10 would visit again!

Understand that patronage has dipped recently due to the surge in omicron in the community. Do support them! :)",,,,
ChZDSUhNMG9nS0VJQ0FnSUNtbTRITVJREAE,The Malayan Council,5,"Went to this restaurant on Monday with my family for lunch.

We ordered 2 Smoked Duck Lemak Cili Padi Linguine, 1 Laksa Goreng Barramundi, Cereal Fish and Chips and Malayan Satay Supreme Pizza for mains.

We got complimentary Malayan Wings for starters and Ondeh-ondeh cake for dessert.

All the food was very good and tasty. Portions are big and filling.

We were served by Firdaus, the Manager and Alexa, who rendered us with good service and suggestions.

Will definitely come back again in future, God willing.",,,,
ChZDSUhNMG9nS0VJQ0FnSUNPNXFQbEl3EAE,Uno Beef House,5,"The food is uniquely done! Items to take note are the steaks, mashpotato that are fried into ball shape but soft on the inside and the fried chicken wing that is a must eat!",,,,
ChdDSUhNMG9nS0VJQ0FnSUNPNy1xeDN3RRAB,Xing Hua at Novena Velocity,5,"Both of us have been loving their food since we first patroned tiong bahru mall outlet. My second time trying out at Novena Velocity outlet and they have even more varieties! Yummy food and drinks at affo|Singapore prices! Recommended their fried rice, xinghua beehoon, garlic cucumber, teh c and kopi c😍",,,,
ChdDSUhNMG9nS0VJQ0FnSURPek5hTGpRRRAB,Springleaf Prata Place,4,"Pratas were served crispy but for some pratas there was something off about the texture - like it had been reheated / refried. Curry was nice but abit diluted compared to another branch that I visit, so it isn’t as shiok.
Teh tarik is really nice here.
Service is slow during weekends, waiting + queuing time >25mins as they have to cater for delivery orders and walk in orders.
Prices also recently increased for some items on the menu by 50cents to a dollar based on a flyer I saw.",,,,
ChdDSUhNMG9nS0VJQ0FnSURpcE9QamtnRRAB,Malaysia Local Delights,1,"Service is extremely bad especially the ladyboss. Totally different with Melaka structure. Menu is very confusing, the segregation of buffet and ala Carte not writing clearly. No next visit anymore!",,,,
ChdDSUhNMG9nS0VJQ0FnSUN1MjhlYXNnRRAB,Ananda's TAJ Restaurant,1,"High cost for a small portion. The dish on left is $15 butter chicken and on right is $7 Samosa Chat. Taken for a ride. Since not many options for Indian food at NTU this restaurant is extorting people.
The restaurant used to be good few years ago even though it was charging above average charge then the quality was good.
Now just pure extortion.",,,,
ChZDSUhNMG9nS0VJQ0FnSUNPdWJtUUV3EAE,Shanghai Tan Pan Fried Bun,3,"If I could I would give 2.5 stars.
Rounding up because this place is new and I understand they are finding their footing.

Visited on 8 June
Ordered Pan Fried Bun (4pc $5.80) and Xiao Long Bao (5pc $5.80)
It's nice that the listed price was the price I paid, no GST, no service charge. Not sure if this would change.

Pic: Unfortunately found a hair in the meat filling of the pan fried bun.
Pic: panfried buns as served + vinegar colour
Pic: discolouration on the white base piece of xiao long Bao tray

Vinegar provided was very diluted and ginger strips very very mild. I love my vinegar so if you don't you would not mind.

Pan Fried Bun - bottom is definitely nice-crispy, dough to meat ratio is not that bad. My issue was more how to consume it because I wanted to drip vinegar inside + eat as a whole to enjoy the different textures.
Butbthe filling was quite hot (mine were served fresh&hot, some reviews mentioned lukewarm food) and I didn't want the soup inside to spill out so it was a bit awkward trying to bite the bread part open and cool the inside down. After which it was still slightly too big to stuff the whole thing in my mouth.

I cannot speak for authenticity as I have not been to Shanghai to eat the panfried bun (nor to any part of China unfortunately).

Next, I will compare the xiao long Bao to the OTHER brand I visit (Din..).

BY COMPARISON, this one is cheaper, slightly bigger (I say so because I usually put the whole XLB in my mouth) but like a rougher made cousin, skin is not as thin and tender which speaks of lesser skill from the maker, meat is also less ""exquisite"". For instance, when I bite open Din's XLB, I never see the cooked blood on the filling (that jellyfish, smooth, patchy thing?).

ON ITS OWN, I'm happy to eat it. Would I go back? Not on my own, very unlikely. If my friends wanted to try it, I would go along and be happy/have no complaints, I would take the chance to try another dish probably. Perhaps it's time to research good pan fried bun in SG haha.",,,,
ChdDSUhNMG9nS0VJQ0FnSUNtNWE3STRBRRAB,BangKok J.N Thaifood,5,"This food stall serves the most authentic Thai cuisine by far.
The food is always fresh and tasty, whether it is takeaway set meal or dine-in ala carte dishes.
Was pleasantly surprised that the Thai lady boss cling wrapped the plastic container of green curry that I takeaway and eliminated the common problem of spillage. Strange that other hawkers don't do the same.",,,,
ChZDSUhNMG9nS0VJQ0FnSURpNWFUSUhREAE,Jack's Place,2,"Standard of the place has dropped overall.
1. First they did not serve (or even ask, for that matter) water. It was only after about 20 mins after we asked for water that it was served.
2. Then they forgot to serve us the soup that came with the set meal. After we asked they took awhile to verify with each other whether anyone did serve the soup. Eventually arrived after the main course did.
3. One of us ordered the steak well done, and it was so tough that he had difficulties cutting it with the steak knife.
4. For some reason they were reluctant to clear the table. Many service staff walked past and looked to see if we were done eating, but despite the obvious empty dishes, no one bothered to clear. When they served the coffee and ice cream there was not enough space on the table but yet the staff still tried to put the cups and bowls down without clearing, until we had to ask them to do so. Seriously?
5. The steak was supposed to come with slices of King mushroom. The plural only meant there were two pieces instead of one. And superbly thinly sliced too, at that. Have to admire the skill of the chef.

Will seriously reconsider whether to come back here ever again.",,,,
ChZDSUhNMG9nS0VJQ0FnSURPcUtTS1NBEAE,No 9 Thai Kitchen,5,"(Translated by Google) The food is very delicious. It's like eating in Thailand.

(Original)
อาหารอร่อยมากค่ะ เหมือนกินอยู่ที่ไทยเลยค่ะ",,,,
ChdDSUhNMG9nS0VJQ0FnSUR3cE5iaDB3RRAB,Grains & Hops Food Court Bistro,4,"Tl;dr: Peaceful oasis for lunch, good food selection, good cooking! 😋👍

Review: Went for a slightly early lunch, Comfortable place, food was good.  Lunch crowd started coming in when we finished, but generally still quite peaceful compared to other lunch spots.",,,,
